transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0001036,2024-01-22 14:12:40,P2P,Groceries,1052.36,SUCCESS,18-25,56+,Rajasthan,Union Bank,Union Bank,iOS,4G,0,14,Monday,0
TXN0001037,2024-01-22 14:58:06,P2M,Groceries,234.33,SUCCESS,36-45,26-35,Telangana,Axis Bank,HDFC Bank,iOS,4G,0,14,Monday,0
TXN0001038,2024-01-22 15:20:06,P2M,Groceries,339306.15,SUCCESS,56+,26-35,Uttar Pradesh,ICICI Bank,ICICI Bank,iOS,WiFi,1,15,Monday,0
TXN0001039,2024-01-22 15:44:07,MERCHANT,Retail,1225.62,SUCCESS,36-45,46-55,Gujarat,HDFC Bank,Union Bank,iOS,4G,0,15,Monday,0
TXN0001040,2024-01-22 16:01:34,P2P,Travel,558.25,SUCCESS,46-55,18-25,Maharashtra,PNB,SBI,iOS,WiFi,0,16,Monday,0
TXN0001041,2024-01-22 16:53:17,P2M,Electronics,5721.19,SUCCESS,56+,18-25,West Bengal,IndusInd Bank,Kotak Bank,Android,4G,0,16,Monday,0
TXN0001042,2024-01-22 17:25:43,P2M,Travel,1787.87,SUCCESS,36-45,36-45,Gujarat,Axis Bank,PNB,Android,4G,0,17,Monday,0
TXN0001043,2024-01-22 17:44:59,MERCHANT,Retail,2627.86,SUCCESS,56+,46-55,Delhi,Axis Bank,ICICI Bank,Android,4G,0,17,Monday,0
TXN0001044,2024-01-22 18:05:59,P2M,Travel,4082.22,SUCCESS,36-45,26-35,Rajasthan,IndusInd Bank,Kotak Bank,Android,4G,0,18,Monday,0
TXN0001045,2024-01-22 18:44:59,P2M,,341523.54,SUCCESS,46-55,26-35,Uttar Pradesh,Bank of Baroda,HDFC Bank,Android,4G,1,18,Monday,0
TXN0001046,2024-01-22 19:28:39,BILL_PAYMENT,Travel,4423.83,SUCCESS,46-55,36-45,Tamil Nadu,Canara Bank,Union Bank,iOS,5G,0,19,Monday,0
TXN0001047,2024-01-22 19:34:40,RECHARGE,,1691.62,SUCCESS,26-35,18-25,Andhra Pradesh,IndusInd Bank,SBI,Android,4G,0,19,Monday,0
TXN0001048,2024-01-22 20:20:18,P2P,Healthcare,128.31,SUCCESS,36-45,46-55,Haryana,Union Bank,IndusInd Bank,iOS,4G,0,20,Monday,0
TXN0001049,2024-01-22 20:50:18,P2M,Electronics,1147.36,SUCCESS,36-45,18-25,Maharashtra,Kotak Bank,Union Bank,Android,WiFi,0,20,Monday,0
TXN0001050,2024-01-22 21:11:06,P2P,Healthcare,89.05,SUCCESS,46-55,26-35,Madhya Pradesh,SBI,HDFC Bank,Android,5G,0,21,Monday,0
TXN0001051,2024-01-22 21:31:32,P2M,Groceries,298.61,SUCCESS,56+,56+,Maharashtra,Kotak Bank,Kotak Bank,Android,4G,0,21,Monday,0
TXN0001052,2024-01-22 22:11:11,P2M,Travel,163.44,SUCCESS,46-55,18-25,Bihar,HDFC Bank,Canara Bank,Android,4G,0,22,Monday,0
TXN0001053,2024-01-22 22:31:00,P2P,,481.0,SUCCESS,18-25,36-45,Rajasthan,Kotak Bank,Canara Bank,iOS,WiFi,0,22,Monday,0
TXN0001054,2024-01-22 23:10:33,P2M,Travel,2781.09,SUCCESS,18-25,18-25,Maharashtra,IndusInd Bank,Union Bank,iOS,4G,0,23,Monday,0
TXN0001055,2024-01-22 23:47:54,P2P,Healthcare,658.35,SUCCESS,56+,36-45,Madhya Pradesh,Canara Bank,Canara Bank,iOS,5G,0,23,Monday,0
TXN0001056,2024-01-23 00:23:46,BILL_PAYMENT,Utilities,2686.76,SUCCESS,36-45,36-45,Gujarat,Union Bank,ICICI Bank,iOS,4G,0,0,Tuesday,0
TXN0001057,2024-01-23 00:47:08,BILL_PAYMENT,Healthcare,1575.36,SUCCESS,46-55,56+,Gujarat,Union Bank,PNB,Android,4G,0,0,Tuesday,0
TXN0001058,2024-01-23 01:24:49,P2M,Education,729.9,SUCCESS,46-55,46-55,Haryana,Bank of Baroda,ICICI Bank,Android,WiFi,0,1,Tuesday,0
TXN0001059,2024-01-23 01:40:03,P2M,,6261.71,SUCCESS,26-35,56+,West Bengal,ICICI Bank,Axis Bank,Android,4G,0,1,Tuesday,0
TXN0001060,2024-01-23 02:11:21,P2P,Utilities,1357.41,SUCCESS,56+,18-25,Telangana,IndusInd Bank,HDFC Bank,Android,4G,0,2,Tuesday,0
TXN0001061,2024-01-23 02:38:53,P2M,Education,7130.81,SUCCESS,36-45,36-45,Jharkhand,Bank of Baroda,Union Bank,iOS,4G,0,2,Tuesday,0
TXN0001062,2024-01-23 03:23:48,MERCHANT,Food,2151.07,SUCCESS,46-55,26-35,Tamil Nadu,Axis Bank,HDFC Bank,iOS,4G,0,3,Tuesday,0
TXN0001063,2024-01-23 03:43:57,P2P,Healthcare,389.75,SUCCESS,46-55,36-45,Bihar,Axis Bank,Bank of Baroda,Android,5G,0,3,Tuesday,0
TXN0001064,2024-01-23 04:25:36,BILL_PAYMENT,Food,40.88,SUCCESS,18-25,18-25,Maharashtra,Kotak Bank,Canara Bank,Android,4G,0,4,Tuesday,0
TXN0001065,2024-01-23 04:40:44,P2P,,347713.27,SUCCESS,46-55,36-45,Jharkhand,Axis Bank,Kotak Bank,Android,4G,1,4,Tuesday,0
TXN0001066,2024-01-23 05:03:52,RECHARGE,,6300.48,SUCCESS,46-55,18-25,Haryana,Canara Bank,PNB,Android,4G,0,5,Tuesday,0
TXN0001067,2024-01-23 05:38:43,MERCHANT,Utilities,3015.2,SUCCESS,46-55,56+,Uttar Pradesh,IndusInd Bank,PNB,Android,4G,0,5,Tuesday,0
TXN0001068,2024-01-23 06:05:45,MERCHANT,Food,98.6,SUCCESS,56+,18-25,Rajasthan,SBI,Axis Bank,Android,4G,0,6,Tuesday,0
TXN0001069,2024-01-23 06:47:49,P2M,,3456.28,SUCCESS,18-25,36-45,Rajasthan,Kotak Bank,Bank of Baroda,Android,5G,0,6,Tuesday,0
TXN0001070,2024-01-23 07:09:05,P2P,Entertainment,1321.66,SUCCESS,18-25,56+,Haryana,Canara Bank,SBI,iOS,5G,0,7,Tuesday,0
TXN0001071,2024-01-23 07:48:21,RECHARGE,Electronics,803.07,SUCCESS,56+,18-25,Bihar,Kotak Bank,IndusInd Bank,Android,4G,0,7,Tuesday,0
TXN0001072,2024-01-23 08:29:13,MERCHANT,Healthcare,477.66,SUCCESS,18-25,36-45,Bihar,IndusInd Bank,PNB,Android,4G,0,8,Tuesday,0
TXN0001073,2024-01-23 08:48:16,P2P,Travel,420.44,SUCCESS,26-35,18-25,Jharkhand,Union Bank,ICICI Bank,Android,4G,0,8,Tuesday,0
TXN0001074,2024-01-23 09:13:13,BILL_PAYMENT,,504.3,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,SBI,iOS,5G,0,9,Tuesday,0
TXN0001075,2024-01-23 09:34:08,RECHARGE,,3371.11,SUCCESS,46-55,36-45,Karnataka,Union Bank,HDFC Bank,iOS,WiFi,0,9,Tuesday,0
TXN0001076,2024-01-23 10:00:46,MERCHANT,Groceries,1960.33,SUCCESS,46-55,56+,Jharkhand,Union Bank,SBI,Android,4G,0,10,Tuesday,0
TXN0001077,2024-01-23 10:49:04,BILL_PAYMENT,Groceries,5254.85,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,HDFC Bank,iOS,4G,0,10,Tuesday,0
TXN0001078,2024-01-23 11:03:33,P2M,Groceries,516.92,SUCCESS,56+,36-45,Haryana,Bank of Baroda,Kotak Bank,Android,4G,0,11,Tuesday,0
TXN0001079,2024-01-23 11:33:58,RECHARGE,Electronics,2669.69,SUCCESS,18-25,26-35,Madhya Pradesh,Axis Bank,ICICI Bank,Android,5G,0,11,Tuesday,0
TXN0001080,2024-01-23 12:17:59,P2P,Education,3022.24,SUCCESS,18-25,18-25,Punjab,Bank of Baroda,Kotak Bank,iOS,4G,0,12,Tuesday,0
TXN0001081,2024-01-23 12:35:49,P2M,Education,903.66,SUCCESS,46-55,26-35,Maharashtra,Axis Bank,Canara Bank,Android,4G,0,12,Tuesday,0
TXN0001082,2024-01-23 13:01:46,MERCHANT,Utilities,260.76,SUCCESS,56+,18-25,Tamil Nadu,ICICI Bank,ICICI Bank,iOS,5G,0,13,Tuesday,0
TXN0001083,2024-01-23 13:43:50,MERCHANT,Utilities,3573.19,SUCCESS,18-25,56+,Telangana,ICICI Bank,Axis Bank,Android,WiFi,0,13,Tuesday,0
TXN0001084,2024-01-23 14:00:47,MERCHANT,Retail,4400.3,SUCCESS,18-25,36-45,Tamil Nadu,Union Bank,HDFC Bank,iOS,WiFi,0,14,Tuesday,0
TXN0001085,2024-01-23 14:56:36,P2M,Entertainment,1493.81,SUCCESS,56+,46-55,Rajasthan,ICICI Bank,Axis Bank,iOS,4G,0,14,Tuesday,0
TXN0001086,2024-01-23 15:05:36,P2P,Electronics,1718.58,SUCCESS,46-55,18-25,Uttar Pradesh,Bank of Baroda,SBI,iOS,4G,0,15,Tuesday,0
TXN0001087,2024-01-23 15:47:29,BILL_PAYMENT,Groceries,812.21,SUCCESS,36-45,36-45,Gujarat,Bank of Baroda,IndusInd Bank,Android,WiFi,0,15,Tuesday,0
TXN0001088,2024-01-23 16:13:23,RECHARGE,Groceries,7415.24,SUCCESS,56+,56+,Telangana,IndusInd Bank,IndusInd Bank,iOS,5G,0,16,Tuesday,0
TXN0001089,2024-01-23 16:51:20,MERCHANT,Education,1027.73,SUCCESS,56+,18-25,Bihar,Kotak Bank,Kotak Bank,Android,WiFi,0,16,Tuesday,0
TXN0001090,2024-01-23 17:00:07,BILL_PAYMENT,Education,1801.39,SUCCESS,56+,26-35,Haryana,PNB,Kotak Bank,iOS,WiFi,0,17,Tuesday,0
TXN0001091,2024-01-23 17:40:24,BILL_PAYMENT,Healthcare,2818.3,SUCCESS,26-35,56+,West Bengal,ICICI Bank,Kotak Bank,iOS,WiFi,0,17,Tuesday,0
TXN0001092,2024-01-23 18:21:16,BILL_PAYMENT,Travel,1956.45,SUCCESS,56+,56+,Punjab,ICICI Bank,SBI,Android,5G,0,18,Tuesday,0
TXN0001093,2024-01-23 18:58:35,BILL_PAYMENT,Entertainment,2279.07,SUCCESS,46-55,36-45,Tamil Nadu,Axis Bank,Union Bank,Android,WiFi,0,18,Tuesday,0
TXN0001094,2024-01-23 19:11:58,RECHARGE,Education,2099.42,SUCCESS,56+,18-25,Andhra Pradesh,Kotak Bank,SBI,Android,4G,0,19,Tuesday,0
TXN0001095,2024-01-23 19:35:02,P2M,Healthcare,8.18,SUCCESS,46-55,56+,Rajasthan,IndusInd Bank,Kotak Bank,iOS,4G,0,19,Tuesday,0
TXN0001096,2024-01-23 20:10:38,P2P,Electronics,555.33,SUCCESS,46-55,56+,Rajasthan,SBI,Canara Bank,Android,4G,0,20,Tuesday,0
TXN0001097,2024-01-23 20:30:55,P2M,Food,318.01,SUCCESS,18-25,18-25,Gujarat,SBI,Kotak Bank,Android,4G,0,20,Tuesday,0
TXN0001098,2024-01-23 21:12:05,P2P,Electronics,781.35,SUCCESS,56+,18-25,West Bengal,HDFC Bank,SBI,Android,4G,0,21,Tuesday,0
TXN0001099,2024-01-23 21:38:45,P2M,Travel,177884.65,SUCCESS,46-55,56+,Jharkhand,PNB,Axis Bank,iOS,4G,1,21,Tuesday,0
TXN0001100,2024-01-23 22:07:53,P2M,Entertainment,2193.4,SUCCESS,46-55,26-35,West Bengal,Bank of Baroda,IndusInd Bank,Android,5G,0,22,Tuesday,0
TXN0001101,2024-01-23 22:30:27,RECHARGE,Healthcare,2117.15,SUCCESS,18-25,18-25,Delhi,Axis Bank,Union Bank,iOS,5G,0,22,Tuesday,0
TXN0001102,2024-01-23 23:01:17,P2M,Travel,2351.5,SUCCESS,18-25,26-35,Bihar,Kotak Bank,Union Bank,iOS,4G,0,23,Tuesday,0
TXN0001103,2024-01-23 23:50:39,P2M,Travel,1222.27,SUCCESS,18-25,46-55,Telangana,Canara Bank,Canara Bank,iOS,4G,0,23,Tuesday,0
TXN0001104,2024-01-24 00:23:29,MERCHANT,Retail,2386.62,SUCCESS,36-45,26-35,Telangana,Canara Bank,Union Bank,iOS,WiFi,0,0,Wednesday,0
TXN0001105,2024-01-24 00:36:04,RECHARGE,,52.33,SUCCESS,46-55,56+,Gujarat,Axis Bank,PNB,iOS,4G,0,0,Wednesday,0
TXN0001106,2024-01-24 01:11:05,MERCHANT,Entertainment,4534.09,SUCCESS,26-35,26-35,Haryana,PNB,PNB,Android,WiFi,0,1,Wednesday,0
TXN0001107,2024-01-24 01:38:45,P2M,Electronics,3137.58,SUCCESS,46-55,18-25,Tamil Nadu,IndusInd Bank,Axis Bank,Android,4G,0,1,Wednesday,0
TXN0001108,2024-01-24 02:11:38,MERCHANT,,4024.85,SUCCESS,46-55,18-25,Punjab,Canara Bank,Union Bank,Android,4G,0,2,Wednesday,0
TXN0001109,2024-01-24 02:52:15,BILL_PAYMENT,Travel,1437.8,SUCCESS,36-45,46-55,Delhi,ICICI Bank,ICICI Bank,iOS,4G,0,2,Wednesday,0
TXN0001110,2024-01-24 03:14:42,RECHARGE,Travel,1820.23,SUCCESS,46-55,36-45,Jharkhand,HDFC Bank,Axis Bank,Android,5G,0,3,Wednesday,0
TXN0001111,2024-01-24 03:47:10,RECHARGE,Retail,2389.2,SUCCESS,56+,36-45,Delhi,Canara Bank,ICICI Bank,Android,5G,0,3,Wednesday,0
TXN0001112,2024-01-24 04:17:06,P2M,Travel,1431.28,SUCCESS,26-35,56+,Telangana,SBI,Axis Bank,Android,4G,0,4,Wednesday,0
TXN0001113,2024-01-24 04:57:26,P2M,Healthcare,2125.14,SUCCESS,46-55,26-35,Maharashtra,Axis Bank,HDFC Bank,iOS,4G,0,4,Wednesday,0
TXN0001114,2024-01-24 05:15:18,P2P,Healthcare,200.44,SUCCESS,26-35,56+,Punjab,SBI,Canara Bank,iOS,WiFi,0,5,Wednesday,0
TXN0001115,2024-01-24 05:42:29,RECHARGE,Entertainment,492.85,SUCCESS,18-25,36-45,Punjab,ICICI Bank,Kotak Bank,iOS,4G,0,5,Wednesday,0
TXN0001116,2024-01-24 06:06:02,P2P,Electronics,1755.52,SUCCESS,18-25,46-55,West Bengal,ICICI Bank,ICICI Bank,iOS,4G,0,6,Wednesday,0
TXN0001117,2024-01-24 06:59:34,BILL_PAYMENT,Groceries,1143.97,SUCCESS,26-35,18-25,Telangana,Axis Bank,ICICI Bank,iOS,4G,0,6,Wednesday,0
TXN0001118,2024-01-24 07:25:31,P2M,Retail,10165.31,SUCCESS,56+,46-55,Delhi,Union Bank,Bank of Baroda,iOS,4G,0,7,Wednesday,0
TXN0001119,2024-01-24 07:51:37,RECHARGE,Education,1861.37,SUCCESS,56+,46-55,Andhra Pradesh,Kotak Bank,Bank of Baroda,Android,5G,0,7,Wednesday,0
TXN0001120,2024-01-24 08:25:29,P2M,Retail,4878.53,SUCCESS,56+,36-45,West Bengal,Kotak Bank,SBI,iOS,4G,0,8,Wednesday,0
TXN0001121,2024-01-24 08:43:25,BILL_PAYMENT,Retail,1178.79,SUCCESS,26-35,18-25,Rajasthan,Axis Bank,Union Bank,iOS,4G,0,8,Wednesday,0
TXN0001122,2024-01-24 09:12:18,P2M,Healthcare,2231.62,SUCCESS,26-35,18-25,Telangana,Axis Bank,Canara Bank,Android,4G,0,9,Wednesday,0
TXN0001123,2024-01-24 09:47:18,MERCHANT,Education,1570.03,SUCCESS,46-55,26-35,Rajasthan,Union Bank,HDFC Bank,iOS,5G,0,9,Wednesday,0
TXN0001124,2024-01-24 10:20:15,P2P,Healthcare,2554.29,SUCCESS,36-45,46-55,Andhra Pradesh,Union Bank,Union Bank,Android,4G,0,10,Wednesday,0
TXN0001125,2024-01-24 10:57:34,RECHARGE,Utilities,1095.39,SUCCESS,46-55,18-25,Uttar Pradesh,PNB,PNB,iOS,WiFi,0,10,Wednesday,0
TXN0001126,2024-01-24 11:08:04,P2P,Food,1766.68,SUCCESS,56+,36-45,Andhra Pradesh,HDFC Bank,HDFC Bank,iOS,5G,0,11,Wednesday,0
TXN0001127,2024-01-24 11:30:27,P2P,Groceries,1840.61,SUCCESS,56+,46-55,Jharkhand,PNB,IndusInd Bank,Android,WiFi,0,11,Wednesday,0
TXN0001128,2024-01-24 12:11:53,RECHARGE,,130.65,SUCCESS,46-55,46-55,Gujarat,Union Bank,Bank of Baroda,Android,4G,0,12,Wednesday,0
TXN0001129,2024-01-24 12:47:42,RECHARGE,Food,3455.13,SUCCESS,26-35,46-55,Punjab,PNB,Canara Bank,Android,5G,0,12,Wednesday,0
TXN0001130,2024-01-24 13:21:36,P2M,Food,3589.85,SUCCESS,36-45,46-55,Karnataka,Axis Bank,HDFC Bank,Android,WiFi,0,13,Wednesday,0
TXN0001131,2024-01-24 13:50:54,P2M,Electronics,7673.97,SUCCESS,46-55,26-35,Maharashtra,Union Bank,Bank of Baroda,iOS,WiFi,0,13,Wednesday,0
TXN0001132,2024-01-24 14:01:25,P2P,Entertainment,591.26,SUCCESS,36-45,46-55,Andhra Pradesh,SBI,Axis Bank,Android,5G,0,14,Wednesday,0
TXN0001133,2024-01-24 14:54:57,P2P,Food,2791.52,SUCCESS,36-45,56+,Andhra Pradesh,PNB,Canara Bank,Android,4G,0,14,Wednesday,0
TXN0001134,2024-01-24 15:02:05,BILL_PAYMENT,Education,1984.77,SUCCESS,56+,56+,West Bengal,Kotak Bank,IndusInd Bank,iOS,5G,0,15,Wednesday,0
TXN0001135,2024-01-24 15:43:31,MERCHANT,Healthcare,56.19,SUCCESS,56+,36-45,Telangana,Canara Bank,Union Bank,Android,4G,0,15,Wednesday,0
TXN0001136,2024-01-24 16:08:56,BILL_PAYMENT,Food,4044.61,SUCCESS,56+,26-35,Uttar Pradesh,Axis Bank,Axis Bank,Android,5G,0,16,Wednesday,0
TXN0001137,2024-01-24 16:32:24,RECHARGE,Utilities,259.51,SUCCESS,46-55,46-55,Andhra Pradesh,IndusInd Bank,PNB,Android,4G,0,16,Wednesday,0
TXN0001138,2024-01-24 17:25:48,MERCHANT,Food,123100.46,SUCCESS,56+,46-55,Bihar,Union Bank,Union Bank,iOS,4G,1,17,Wednesday,0
TXN0001139,2024-01-24 17:50:35,BILL_PAYMENT,Education,9582.87,SUCCESS,26-35,46-55,Bihar,Canara Bank,Union Bank,iOS,5G,0,17,Wednesday,0
TXN0001140,2024-01-24 18:00:24,P2M,Healthcare,1405.76,SUCCESS,26-35,36-45,Rajasthan,ICICI Bank,IndusInd Bank,Android,4G,0,18,Wednesday,0
TXN0001141,2024-01-24 18:56:43,P2P,Food,4796.69,SUCCESS,18-25,26-35,Rajasthan,Bank of Baroda,Union Bank,Android,4G,0,18,Wednesday,0
TXN0001142,2024-01-24 19:23:37,P2M,Retail,8771.42,FAILED,26-35,18-25,Andhra Pradesh,ICICI Bank,Kotak Bank,Android,WiFi,0,19,Wednesday,0
TXN0001143,2024-01-24 19:31:06,P2P,Entertainment,2121.56,SUCCESS,36-45,18-25,Jharkhand,HDFC Bank,IndusInd Bank,Android,4G,0,19,Wednesday,0
TXN0001144,2024-01-24 20:03:52,P2M,Entertainment,1.0,SUCCESS,46-55,18-25,Haryana,Kotak Bank,IndusInd Bank,Android,4G,0,20,Wednesday,0
TXN0001145,2024-01-24 20:31:48,RECHARGE,Healthcare,1866.83,SUCCESS,46-55,56+,Telangana,Kotak Bank,ICICI Bank,iOS,4G,0,20,Wednesday,0
TXN0001146,2024-01-24 21:19:29,BILL_PAYMENT,Retail,2331.58,SUCCESS,36-45,26-35,Bihar,Canara Bank,Canara Bank,Android,4G,0,21,Wednesday,0
TXN0001147,2024-01-24 21:31:50,MERCHANT,Electronics,869.12,SUCCESS,26-35,36-45,Uttar Pradesh,PNB,Axis Bank,iOS,4G,0,21,Wednesday,0
TXN0001148,2024-01-24 22:03:47,P2P,Food,3037.03,SUCCESS,18-25,26-35,Karnataka,SBI,Canara Bank,iOS,5G,0,22,Wednesday,0
TXN0001149,2024-01-24 22:31:50,BILL_PAYMENT,Education,190.7,SUCCESS,46-55,46-55,Punjab,Union Bank,SBI,iOS,4G,0,22,Wednesday,0
TXN0001150,2024-01-24 23:24:53,P2M,Groceries,6928.92,SUCCESS,36-45,26-35,Uttar Pradesh,Union Bank,Axis Bank,Android,4G,0,23,Wednesday,0
TXN0001151,2024-01-24 23:30:33,BILL_PAYMENT,Electronics,79.71,SUCCESS,46-55,46-55,Maharashtra,Union Bank,PNB,Android,5G,0,23,Wednesday,0
TXN0001152,2024-01-25 00:10:22,MERCHANT,Education,989.68,SUCCESS,56+,26-35,Telangana,HDFC Bank,ICICI Bank,Android,4G,0,0,Thursday,0
TXN0001153,2024-01-25 00:59:59,BILL_PAYMENT,Entertainment,1668.18,SUCCESS,26-35,26-35,Delhi,Bank of Baroda,IndusInd Bank,Android,WiFi,0,0,Thursday,0
TXN0001154,2024-01-25 01:23:12,P2M,Electronics,564.92,SUCCESS,18-25,36-45,Andhra Pradesh,PNB,IndusInd Bank,Android,WiFi,0,1,Thursday,0
TXN0001155,2024-01-25 01:42:27,RECHARGE,Travel,276.2,SUCCESS,36-45,56+,Maharashtra,Kotak Bank,Bank of Baroda,Android,4G,0,1,Thursday,0
TXN0001156,2024-01-25 02:09:54,RECHARGE,Travel,2369.86,SUCCESS,18-25,46-55,Haryana,IndusInd Bank,Bank of Baroda,Android,4G,0,2,Thursday,0
TXN0001157,2024-01-25 02:56:17,BILL_PAYMENT,Education,1524.02,FAILED,56+,18-25,Madhya Pradesh,Canara Bank,Union Bank,Android,4G,0,2,Thursday,0
TXN0001158,2024-01-25 03:07:04,BILL_PAYMENT,,656.48,SUCCESS,36-45,36-45,Haryana,HDFC Bank,Axis Bank,iOS,WiFi,0,3,Thursday,0
TXN0001159,2024-01-25 03:40:12,RECHARGE,Travel,770.96,SUCCESS,46-55,26-35,Rajasthan,Union Bank,HDFC Bank,Android,4G,0,3,Thursday,0
TXN0001160,2024-01-25 04:25:41,BILL_PAYMENT,Utilities,4053.66,SUCCESS,56+,46-55,Delhi,HDFC Bank,Bank of Baroda,Android,4G,0,4,Thursday,0
TXN0001161,2024-01-25 04:41:31,RECHARGE,Travel,131.38,SUCCESS,56+,36-45,Jharkhand,SBI,Axis Bank,Android,4G,0,4,Thursday,0
TXN0001162,2024-01-25 05:21:45,RECHARGE,Travel,995.93,FAILED,46-55,18-25,Punjab,PNB,Axis Bank,Android,4G,0,5,Thursday,0
TXN0001163,2024-01-25 05:52:23,BILL_PAYMENT,Entertainment,347.8,SUCCESS,36-45,46-55,Delhi,ICICI Bank,Union Bank,iOS,5G,0,5,Thursday,0
TXN0001164,2024-01-25 06:29:21,BILL_PAYMENT,Healthcare,256.76,SUCCESS,56+,18-25,Gujarat,SBI,ICICI Bank,Android,4G,0,6,Thursday,0
TXN0001165,2024-01-25 06:54:26,BILL_PAYMENT,Entertainment,170.65,SUCCESS,46-55,36-45,Tamil Nadu,SBI,Bank of Baroda,iOS,4G,0,6,Thursday,0
TXN0001166,2024-01-25 07:05:14,RECHARGE,Healthcare,325.55,SUCCESS,36-45,18-25,West Bengal,PNB,ICICI Bank,Android,5G,0,7,Thursday,0
TXN0001167,2024-01-25 07:44:36,P2P,,7248.36,SUCCESS,18-25,18-25,West Bengal,ICICI Bank,ICICI Bank,Android,5G,0,7,Thursday,0
TXN0001168,2024-01-25 08:29:24,RECHARGE,Travel,4221.45,SUCCESS,36-45,18-25,West Bengal,PNB,Union Bank,Android,4G,0,8,Thursday,0
TXN0001169,2024-01-25 08:53:20,MERCHANT,Travel,1795.75,SUCCESS,56+,46-55,Madhya Pradesh,IndusInd Bank,SBI,iOS,4G,0,8,Thursday,0
TXN0001170,2024-01-25 09:21:52,MERCHANT,Education,3683.33,SUCCESS,26-35,18-25,West Bengal,HDFC Bank,Canara Bank,iOS,4G,0,9,Thursday,0
TXN0001171,2024-01-25 09:54:20,BILL_PAYMENT,Education,1097.9,SUCCESS,18-25,36-45,Haryana,Canara Bank,SBI,iOS,4G,0,9,Thursday,0
TXN0001172,2024-01-25 10:11:01,P2P,,1837.6,SUCCESS,46-55,56+,Haryana,Bank of Baroda,PNB,Android,4G,0,10,Thursday,0
TXN0001173,2024-01-25 10:34:36,BILL_PAYMENT,Travel,82.55,SUCCESS,46-55,36-45,Madhya Pradesh,HDFC Bank,SBI,Android,WiFi,0,10,Thursday,0
TXN0001174,2024-01-25 11:28:53,P2M,Healthcare,8316.01,SUCCESS,26-35,36-45,Jharkhand,PNB,Union Bank,Android,4G,0,11,Thursday,0
TXN0001175,2024-01-25 11:56:45,BILL_PAYMENT,Healthcare,195.21,SUCCESS,18-25,36-45,Gujarat,PNB,ICICI Bank,Android,5G,0,11,Thursday,0
TXN0001176,2024-01-25 12:25:26,RECHARGE,Food,1860.86,SUCCESS,18-25,36-45,Andhra Pradesh,PNB,PNB,Android,5G,0,12,Thursday,0
TXN0001177,2024-01-25 12:40:23,P2P,Travel,596.63,SUCCESS,36-45,56+,Haryana,Bank of Baroda,SBI,iOS,4G,0,12,Thursday,0
TXN0001178,2024-01-25 13:08:35,BILL_PAYMENT,Utilities,2931.85,SUCCESS,18-25,46-55,Telangana,HDFC Bank,Kotak Bank,Android,4G,0,13,Thursday,0
TXN0001179,2024-01-25 13:52:53,P2P,Entertainment,1013.41,SUCCESS,56+,18-25,Jharkhand,SBI,Canara Bank,Android,4G,0,13,Thursday,0
TXN0001180,2024-01-25 14:14:02,RECHARGE,Food,1120.13,SUCCESS,56+,56+,Madhya Pradesh,Axis Bank,SBI,Android,5G,0,14,Thursday,0
TXN0001181,2024-01-25 14:54:29,RECHARGE,Food,2613.76,SUCCESS,18-25,46-55,Karnataka,Axis Bank,ICICI Bank,iOS,4G,0,14,Thursday,0
TXN0001182,2024-01-25 15:05:49,P2P,Utilities,11426.16,SUCCESS,56+,26-35,Tamil Nadu,Canara Bank,Bank of Baroda,iOS,4G,0,15,Thursday,0
TXN0001183,2024-01-25 15:57:10,MERCHANT,Travel,592.5,SUCCESS,36-45,36-45,Rajasthan,ICICI Bank,Union Bank,iOS,4G,0,15,Thursday,0
TXN0001184,2024-01-25 16:28:07,BILL_PAYMENT,Travel,2158.84,SUCCESS,18-25,46-55,Andhra Pradesh,Kotak Bank,IndusInd Bank,Android,4G,0,16,Thursday,0
TXN0001185,2024-01-25 16:43:42,P2M,Healthcare,1300.28,SUCCESS,56+,26-35,Delhi,IndusInd Bank,SBI,iOS,5G,0,16,Thursday,0
TXN0001186,2024-01-25 17:19:20,P2M,Retail,102.59,SUCCESS,46-55,26-35,Punjab,Axis Bank,Kotak Bank,Android,4G,0,17,Thursday,0
TXN0001187,2024-01-25 17:42:38,P2P,Retail,2637.83,SUCCESS,36-45,26-35,Maharashtra,Canara Bank,ICICI Bank,iOS,4G,0,17,Thursday,0
TXN0001188,2024-01-25 18:14:58,MERCHANT,Electronics,1150.16,SUCCESS,36-45,46-55,Telangana,Axis Bank,ICICI Bank,iOS,4G,0,18,Thursday,0
TXN0001189,2024-01-25 18:34:02,P2M,Groceries,520.64,SUCCESS,36-45,46-55,Gujarat,HDFC Bank,Kotak Bank,Android,4G,0,18,Thursday,0
TXN0001190,2024-01-25 19:09:02,P2P,Groceries,431.74,SUCCESS,26-35,46-55,Bihar,SBI,Kotak Bank,iOS,WiFi,0,19,Thursday,0
TXN0001191,2024-01-25 19:47:43,P2P,Groceries,487.18,SUCCESS,56+,18-25,Uttar Pradesh,IndusInd Bank,Canara Bank,Android,WiFi,0,19,Thursday,0
