transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,tx_count,avg_amt,std_amt,uniq_rec,high_amount_flag,hourly_tx_count,GRS,VA,transaction_type_enc,merchant_category_enc,sender_bank_enc,receiver_bank_enc,network_type_enc,device_type_enc,sender_state_enc,BRS,SNS,SAS,DARS,dars_flag
TXN0000568,2024-01-12 20:11:43,P2P,,1870.48,SUCCESS,46-55,18-25,Punjab,SBI,HDFC Bank,Android,5G,0,20,Friday,0,104,18325.328461538462,71026.07551179589,10,0,5,10.0,0.5714285697959183,3,8,8,3,1,0,9,22.18915422206817,0.0,29.02168,14.589948,0
TXN0000569,2024-01-12 20:54:30,BILL_PAYMENT,Entertainment,3675.47,SUCCESS,56+,18-25,Tamil Nadu,HDFC Bank,SBI,iOS,WiFi,0,20,Friday,0,103,21961.40844660194,69409.07717585293,10,0,8,10.0,0.8571428546938777,0,2,3,8,2,1,11,47.725391108527894,0.0,29.02168,27.661585,0
TXN0000570,2024-01-12 21:09:40,P2M,Entertainment,3072.85,SUCCESS,56+,46-55,Telangana,ICICI Bank,Kotak Bank,Android,4G,0,21,Friday,0,121,22046.21520661157,78212.59007336404,10,0,6,10.0,0.999999997142857,2,2,4,6,0,0,12,33.061037023900035,0.0,29.02168,23.224415,0
TXN0000571,2024-01-12 21:43:09,RECHARGE,Healthcare,698.65,SUCCESS,18-25,18-25,Karnataka,HDFC Bank,SBI,iOS,WiFi,0,21,Friday,0,99,2451.089494949495,2484.0631831662386,10,0,2,10.0,0.42857142734693876,4,5,3,8,2,1,6,31.528811273652188,0.0,29.02168,16.89724,0
TXN0000572,2024-01-12 22:14:20,MERCHANT,Entertainment,1791.26,FAILED,26-35,18-25,Delhi,Axis Bank,Union Bank,Android,5G,0,22,Friday,0,99,2366.499090909091,2761.5251199418003,10,0,4,10.0,0.14285714244897954,1,2,0,9,1,0,2,18.799728000464825,0.0,29.02168,8.9484625,0
TXN0000573,2024-01-12 22:34:06,P2M,Electronics,2663.17,SUCCESS,18-25,46-55,Gujarat,ICICI Bank,SBI,iOS,4G,0,22,Friday,0,98,2736.058775510204,2631.6478471076093,10,0,6,10.0,0.42857142734693876,2,1,4,8,0,1,3,16.39029718699642,0.0,29.02168,10.841833,0
TXN0000574,2024-01-12 23:18:19,RECHARGE,Education,1105.22,SUCCESS,18-25,18-25,Uttar Pradesh,IndusInd Bank,ICICI Bank,iOS,4G,0,23,Friday,0,113,2100.2846017699117,2071.2078702487634,10,0,3,60.0,0.42857142734693876,4,0,5,4,0,1,13,30.755236500152932,0.0,29.02168,31.587809,0
TXN0000575,2024-01-12 23:32:33,P2M,Electronics,1019.33,SUCCESS,36-45,56+,West Bengal,Kotak Bank,PNB,Android,WiFi,0,23,Friday,0,85,2672.8591764705884,2755.4625024196907,10,0,6,60.0,0.28571428489795925,2,1,6,7,2,0,14,38.34745814322199,0.0,29.02168,33.196125,0
TXN0000576,2024-01-13 00:27:59,BILL_PAYMENT,Healthcare,1729.12,SUCCESS,18-25,18-25,Andhra Pradesh,ICICI Bank,ICICI Bank,Android,5G,0,0,Saturday,1,98,2736.058775510204,2631.6478471076093,10,0,5,10.0,0.5714285697959183,0,5,4,4,1,0,0,29.400986139621757,0.0,29.02168,17.47468,0
TXN0000577,2024-01-13 00:54:18,MERCHANT,Food,1479.62,SUCCESS,46-55,36-45,Rajasthan,ICICI Bank,SBI,Android,5G,0,0,Saturday,1,107,23912.91859813084,81421.32598833223,10,0,4,60.0,0.5714285697959183,1,3,4,8,1,0,10,36.13222902338013,0.0,29.02168,35.16718,0
TXN0000578,2024-01-13 01:16:36,BILL_PAYMENT,Education,3647.54,SUCCESS,46-55,46-55,Karnataka,IndusInd Bank,PNB,iOS,5G,0,1,Saturday,1,93,24524.079677419355,92416.87498544584,10,0,4,10.0,0.42857142734693876,0,0,5,7,1,1,6,50.79303171340357,0.0,29.02168,24.602926,0
TXN0000579,2024-01-13 01:48:29,MERCHANT,Utilities,1356.05,SUCCESS,56+,56+,Rajasthan,Axis Bank,Union Bank,Android,4G,0,1,Saturday,1,106,12958.41896226415,60820.15668233536,10,0,9,60.0,0.999999997142857,1,9,0,9,0,0,10,51.217548888907416,0.0,29.02168,45.48702,0
TXN0000580,2024-01-13 02:11:36,RECHARGE,Travel,1369.76,SUCCESS,26-35,36-45,Punjab,HDFC Bank,Axis Bank,Android,WiFi,0,2,Saturday,1,111,2462.6384684684685,2642.066253727872,10,0,4,10.0,0.14285714244897954,4,7,3,0,2,0,9,40.24879530883302,0.0,29.02168,17.52809,0
TXN0000581,2024-01-13 02:51:48,P2M,Food,1605.79,SUCCESS,36-45,36-45,West Bengal,ICICI Bank,Kotak Bank,Android,5G,0,2,Saturday,1,90,2537.2185555555557,2550.3552750348117,10,0,6,60.0,0.28571428489795925,2,3,4,6,1,0,14,31.18206953108755,0.0,29.02168,30.329971,0
TXN0000582,2024-01-13 03:20:43,MERCHANT,Travel,4798.62,SUCCESS,26-35,18-25,Telangana,ICICI Bank,SBI,iOS,4G,0,3,Saturday,1,96,2316.719375,2201.5743939753715,10,0,5,10.0,0.0,1,7,4,8,0,1,12,29.734355734628828,0.0,29.02168,11.893743,0
TXN0000583,2024-01-13 03:48:12,MERCHANT,Education,363255.14,SUCCESS,56+,56+,Uttar Pradesh,SBI,Canara Bank,iOS,5G,1,3,Saturday,1,116,35929.33008620689,103973.26014784705,10,1,6,60.0,0.8571428546938777,1,0,8,2,1,1,13,91.54130879676202,0.0,95.15171,60.187954,1
TXN0000584,2024-01-13 04:17:50,P2M,Food,397.16,SUCCESS,18-25,56+,Maharashtra,Union Bank,ICICI Bank,iOS,4G,0,4,Saturday,1,111,2399.7613513513515,2646.083652090898,10,0,10,10.0,0.42857142734693876,2,3,9,4,0,1,8,35.869066360346395,0.0,29.02168,18.63334,0
TXN0000585,2024-01-13 04:46:48,RECHARGE,Healthcare,377.38,SUCCESS,36-45,46-55,Punjab,HDFC Bank,Kotak Bank,Android,5G,0,4,Saturday,1,87,2426.3277011494256,2410.8024063787625,10,0,7,10.0,0.28571428489795925,4,5,3,6,1,0,9,20.255850739426606,0.0,29.02168,10.959483,0
TXN0000586,2024-01-13 05:01:33,P2P,,5324.88,SUCCESS,56+,26-35,Maharashtra,HDFC Bank,Union Bank,Android,4G,0,5,Saturday,1,103,21961.40844660194,69409.07717585293,10,0,7,10.0,0.999999997142857,3,8,3,9,0,0,8,37.61014615263248,0.0,29.02168,25.044058,0
TXN0000587,2024-01-13 05:59:33,BILL_PAYMENT,,3106.84,SUCCESS,26-35,46-55,West Bengal,ICICI Bank,Kotak Bank,Android,4G,0,5,Saturday,1,96,2316.719375,2201.5743939753715,10,0,4,60.0,0.14285714244897954,0,8,4,6,0,0,14,28.9428353364182,0.0,29.02168,28.005705,0
TXN0000588,2024-01-13 06:15:57,P2M,Travel,9533.42,SUCCESS,18-25,26-35,Rajasthan,Union Bank,ICICI Bank,iOS,4G,0,6,Saturday,1,111,2399.7613513513515,2646.083652090898,10,1,3,60.0,0.42857142734693876,2,7,9,4,0,1,10,56.137545766258114,0.0,29.14017,41.740734,0
TXN0000589,2024-01-13 06:46:51,MERCHANT,Groceries,200.88,SUCCESS,46-55,46-55,Telangana,ICICI Bank,HDFC Bank,Android,4G,0,6,Saturday,1,107,23912.91859813084,81421.32598833223,10,0,5,10.0,0.5714285697959183,1,4,4,3,0,0,12,25.172223314681176,0.0,29.02168,15.783175,0
TXN0000590,2024-01-13 07:07:32,P2P,Food,786.5,SUCCESS,36-45,18-25,Tamil Nadu,Axis Bank,Kotak Bank,iOS,4G,0,7,Saturday,1,100,2560.3928,3096.5585905836383,10,0,7,10.0,0.14285714244897954,3,3,0,6,0,1,11,28.574165130989506,0.0,29.02168,12.858237,0
TXN0000591,2024-01-13 07:50:27,RECHARGE,Retail,168.88,SUCCESS,36-45,26-35,Delhi,Bank of Baroda,Axis Bank,Android,5G,0,7,Saturday,1,87,2684.444022988506,2520.793010302863,10,0,5,10.0,0.28571428489795925,4,6,1,0,1,0,2,29.917583734287,0.0,29.02168,14.824177,0
TXN0000592,2024-01-13 08:15:11,RECHARGE,,222.19,SUCCESS,46-55,18-25,Uttar Pradesh,HDFC Bank,PNB,Android,WiFi,0,8,Saturday,1,114,30728.154824561403,92191.09248499262,10,0,3,60.0,0.5714285697959183,4,8,3,7,2,0,13,62.49925157915261,0.0,29.110617,45.713985,0
TXN0000593,2024-01-13 08:33:37,BILL_PAYMENT,Electronics,9848.69,SUCCESS,36-45,46-55,Maharashtra,PNB,ICICI Bank,Android,WiFi,0,8,Saturday,1,87,2635.4881609195404,2501.9593535878803,10,1,6,10.0,0.28571428489795925,0,1,7,4,2,0,8,51.80993048156881,0.0,29.14017,23.581116,0
TXN0000594,2024-01-13 09:07:53,RECHARGE,Food,5670.73,SUCCESS,26-35,18-25,Rajasthan,IndusInd Bank,Union Bank,Android,4G,0,9,Saturday,1,85,2931.5423529411764,3237.5401326299625,10,0,2,60.0,0.14285714244897954,4,3,5,9,0,0,10,43.32649157163518,0.0,29.02168,33.759167,0
TXN0000595,2024-01-13 09:37:11,BILL_PAYMENT,Entertainment,4776.82,SUCCESS,46-55,18-25,Telangana,SBI,Axis Bank,iOS,5G,0,9,Saturday,1,104,18325.328461538462,71026.07551179589,10,0,8,10.0,0.42857142734693876,0,2,8,0,1,1,12,53.33186100655515,0.0,29.02168,25.618458,0
TXN0000596,2024-01-13 10:05:40,RECHARGE,Utilities,3169.54,SUCCESS,56+,56+,Madhya Pradesh,PNB,Canara Bank,iOS,WiFi,0,10,Saturday,1,111,31760.069369369372,94918.80067039955,10,0,3,10.0,0.8571428546938777,4,9,7,2,2,1,7,60.187191323483546,0.0,33.786125,32.646305,0
TXN0000597,2024-01-13 10:39:10,MERCHANT,Retail,1116.95,SUCCESS,46-55,26-35,Uttar Pradesh,Axis Bank,IndusInd Bank,iOS,4G,0,10,Saturday,1,95,20517.63747368421,74858.23110501954,10,0,7,60.0,0.42857142734693876,1,6,0,5,0,1,13,39.650705530943966,0.0,29.02168,35.145996,0
TXN0000598,2024-01-13 11:27:15,MERCHANT,Food,2091.97,SUCCESS,26-35,36-45,Karnataka,Bank of Baroda,SBI,Android,4G,0,11,Saturday,1,101,2602.231683168317,2301.5175690904766,10,0,5,10.0,0.14285714244897954,1,3,1,8,0,0,6,14.35694686484365,0.0,29.02168,7.17135,0
TXN0000599,2024-01-13 11:51:52,BILL_PAYMENT,Entertainment,941.17,SUCCESS,56+,36-45,Bihar,PNB,SBI,Android,5G,0,11,Saturday,1,111,31760.069369369372,94918.80067039955,10,0,7,60.0,0.999999997142857,0,2,7,8,1,0,1,53.76786379071286,0.0,29.176643,46.507145,0
TXN0000600,2024-01-13 12:21:17,BILL_PAYMENT,Groceries,3695.37,SUCCESS,46-55,26-35,Punjab,SBI,IndusInd Bank,Android,4G,0,12,Saturday,1,104,18325.328461538462,71026.07551179589,10,0,6,10.0,0.5714285697959183,0,4,8,5,0,0,9,23.207676099207106,0.0,29.02168,14.997356,0
TXN0000601,2024-01-13 12:59:17,MERCHANT,Electronics,4897.55,SUCCESS,26-35,46-55,Gujarat,PNB,Bank of Baroda,iOS,WiFi,0,12,Saturday,1,127,2175.7560629921263,2814.651902473672,10,0,3,10.0,0.0,1,1,7,1,2,1,3,64.72852464304921,0.0,29.02168,25.891409,0
TXN0000602,2024-01-13 13:05:56,MERCHANT,Utilities,217.96,SUCCESS,18-25,56+,Gujarat,HDFC Bank,Axis Bank,iOS,4G,0,13,Saturday,1,99,2451.089494949495,2484.0631831662386,10,0,5,10.0,0.42857142734693876,1,9,3,0,0,1,3,33.595487553863926,0.0,29.02168,17.72391,0
TXN0000603,2024-01-13 13:30:22,BILL_PAYMENT,Electronics,4794.32,SUCCESS,46-55,18-25,Karnataka,Axis Bank,Union Bank,Android,4G,0,13,Saturday,1,95,20517.63747368421,74858.23110501954,10,0,5,10.0,0.5714285697959183,0,1,0,9,0,0,6,39.14874448057681,0.0,29.02168,21.373783,0
TXN0000604,2024-01-13 14:29:45,RECHARGE,Groceries,1567.83,SUCCESS,26-35,18-25,Gujarat,Union Bank,Union Bank,iOS,4G,0,14,Saturday,1,96,2168.8068749999998,2003.7050109888205,10,0,5,10.0,0.0,4,4,9,9,0,1,3,36.669762495811895,0.0,29.02168,14.667905,0
TXN0000605,2024-01-13 14:38:41,BILL_PAYMENT,,166.61,SUCCESS,46-55,18-25,Gujarat,Kotak Bank,Canara Bank,Android,4G,0,14,Saturday,1,92,21477.33847826087,81185.62101853527,10,0,6,10.0,0.5714285697959183,0,8,6,2,0,0,3,38.930158448652975,0.0,29.02168,21.286348,0
TXN0000606,2024-01-13 15:29:41,P2M,Travel,7417.07,SUCCESS,18-25,56+,Karnataka,Union Bank,HDFC Bank,Android,4G,0,15,Saturday,1,111,2399.7613513513515,2646.083652090898,10,1,7,10.0,0.5714285697959183,2,7,9,3,0,0,6,45.486081656578854,0.0,29.14017,23.908718,0
TXN0000607,2024-01-13 15:48:43,P2M,Retail,600.15,SUCCESS,46-55,36-45,Bihar,Kotak Bank,ICICI Bank,Android,5G,0,15,Saturday,1,92,21477.33847826087,81185.62101853527,10,0,4,60.0,0.5714285697959183,2,6,6,4,1,0,1,30.519285808809457,0.0,29.02168,32.922,0
TXN0000608,2024-01-13 16:13:21,P2P,Healthcare,800.19,SUCCESS,46-55,46-55,Delhi,Bank of Baroda,Axis Bank,Android,5G,0,16,Saturday,1,105,29667.722857142857,93091.9374122215,10,0,3,10.0,0.5714285697959183,3,5,1,0,1,0,2,48.52727408739817,0.0,29.176643,25.125195,0
TXN0000609,2024-01-13 16:50:03,MERCHANT,Education,138.1,SUCCESS,36-45,26-35,Telangana,Axis Bank,PNB,Android,4G,0,16,Saturday,1,100,2560.3928,3096.5585905836383,10,0,4,10.0,0.28571428489795925,1,0,0,7,0,0,12,24.463670482216614,0.0,29.02168,12.6426115,0
TXN0000610,2024-01-13 17:20:46,P2M,Electronics,1917.02,SUCCESS,56+,46-55,Bihar,HDFC Bank,Bank of Baroda,iOS,5G,0,17,Saturday,1,103,21961.40844660194,69409.07717585293,10,0,4,60.0,0.8571428546938777,2,1,3,1,1,1,1,43.612629838479904,0.0,29.02168,41.01648,0
TXN0000611,2024-01-13 17:42:41,RECHARGE,,3206.85,SUCCESS,36-45,18-25,Delhi,ICICI Bank,Canara Bank,iOS,4G,0,17,Saturday,1,90,2537.2185555555557,2550.3552750348117,10,0,6,10.0,0.14285714244897954,4,8,4,2,0,1,2,35.03428012935005,0.0,29.02168,15.442284,0
TXN0000612,2024-01-13 18:28:02,MERCHANT,Healthcare,950.98,SUCCESS,18-25,46-55,Telangana,ICICI Bank,Canara Bank,iOS,4G,0,18,Saturday,1,98,2736.058775510204,2631.6478471076093,10,0,6,10.0,0.42857142734693876,1,5,4,2,0,1,12,19.64785879665702,0.0,29.02168,12.144857,0
TXN0000613,2024-01-13 18:37:21,P2M,Electronics,616.74,SUCCESS,26-35,56+,Maharashtra,Union Bank,Axis Bank,Android,5G,0,18,Saturday,1,96,2168.8068749999998,2003.7050109888205,10,0,10,10.0,0.14285714244897954,2,1,9,0,1,0,8,36.21431628396936,0.0,29.02168,15.914298,0
TXN0000614,2024-01-13 19:27:11,RECHARGE,Retail,8916.17,SUCCESS,36-45,18-25,Tamil Nadu,Kotak Bank,Kotak Bank,iOS,4G,0,19,Saturday,1,85,2672.8591764705884,2755.4625024196907,10,1,4,10.0,0.14285714244897954,4,6,6,6,0,1,11,59.993866411021045,0.0,29.14017,25.426119,0
TXN0000615,2024-01-13 19:42:48,MERCHANT,Electronics,1728.53,SUCCESS,36-45,56+,Punjab,Union Bank,Bank of Baroda,Android,4G,0,19,Saturday,1,104,2262.526923076923,1904.9170495927835,10,0,4,10.0,0.28571428489795925,1,1,9,1,0,0,9,21.783330439472323,0.0,29.02168,11.570475,0
TXN0000616,2024-01-13 20:16:55,MERCHANT,Education,483.4,SUCCESS,56+,26-35,Andhra Pradesh,Bank of Baroda,Union Bank,Android,WiFi,0,20,Saturday,1,105,12854.431714285714,65348.16978097511,10,0,5,10.0,0.999999997142857,1,0,1,9,2,0,0,51.576423126082936,0.0,29.02168,30.63057,0
TXN0000617,2024-01-13 20:52:28,MERCHANT,Healthcare,2694.13,SUCCESS,18-25,18-25,Telangana,SBI,SBI,Android,4G,0,20,Saturday,1,85,2843.6529411764704,3432.328003871294,10,0,4,10.0,0.5714285697959183,1,5,8,8,0,0,12,22.998652847016928,0.0,29.02168,14.913747,0
TXN0000618,2024-01-13 21:08:35,MERCHANT,,1324.51,SUCCESS,18-25,46-55,Andhra Pradesh,Bank of Baroda,IndusInd Bank,Android,WiFi,0,21,Saturday,1,89,2110.99,1956.6365952090753,10,0,6,10.0,0.5714285697959183,1,8,1,5,2,0,0,39.17894110055898,0.0,29.02168,21.385862,0
TXN0000619,2024-01-13 21:47:19,P2M,Groceries,1364.58,SUCCESS,18-25,26-35,Telangana,Canara Bank,SBI,Android,4G,0,21,Saturday,1,104,2847.8729807692307,2708.189818022463,10,0,10,10.0,0.5714285697959183,2,4,2,8,0,0,12,27.74717098300151,0.0,29.02168,16.813154,0
TXN0000620,2024-01-13 22:13:11,MERCHANT,Retail,5964.74,SUCCESS,26-35,56+,Rajasthan,Kotak Bank,Kotak Bank,Android,WiFi,0,22,Saturday,1,77,2251.8112987012987,2206.4421548510068,10,0,8,60.0,0.14285714244897954,1,6,6,6,2,0,10,48.03032723921021,0.0,29.02168,35.6407,0
TXN0000621,2024-01-13 22:35:35,MERCHANT,Travel,5824.2,FAILED,46-55,18-25,Telangana,HDFC Bank,HDFC Bank,iOS,WiFi,0,22,Saturday,1,114,30728.154824561403,92191.09248499262,10,0,7,10.0,0.42857142734693876,1,7,3,3,2,1,12,56.64826908521895,0.0,29.110617,26.945023,0
TXN0000622,2024-01-13 23:29:42,RECHARGE,Education,4241.67,SUCCESS,56+,46-55,Telangana,Axis Bank,Bank of Baroda,Android,5G,0,23,Saturday,1,106,12958.41896226415,60820.15668233536,10,0,9,10.0,0.999999997142857,4,0,0,1,1,0,12,49.54237688639342,0.0,29.02168,29.81695,0
TXN0000623,2024-01-13 23:34:17,P2P,,2585.11,SUCCESS,46-55,26-35,Haryana,Union Bank,PNB,iOS,5G,0,23,Saturday,1,105,14094.47361904762,67457.40703225347,10,0,4,60.0,0.42857142734693876,3,8,9,7,1,1,4,47.69329142402826,0.0,29.02168,38.36303,0
TXN0000624,2024-01-14 00:08:16,P2M,Utilities,656.56,SUCCESS,56+,46-55,Rajasthan,Kotak Bank,Bank of Baroda,iOS,WiFi,0,0,Sunday,1,120,15863.572583333333,61311.10103631213,10,0,5,60.0,0.8571428546938777,2,9,6,1,2,1,10,56.90221463166923,0.0,29.02168,46.332314,0
TXN0000625,2024-01-14 00:44:55,P2P,Electronics,244.73,FAILED,56+,26-35,Tamil Nadu,HDFC Bank,IndusInd Bank,iOS,4G,0,0,Sunday,1,103,21961.40844660194,69409.07717585293,10,0,8,10.0,0.8571428546938777,3,1,3,5,0,1,11,43.165078335679,0.0,29.02168,25.83746,0
TXN0000626,2024-01-14 01:02:39,P2M,Groceries,1204.81,SUCCESS,36-45,26-35,Haryana,Axis Bank,Axis Bank,Android,5G,0,1,Sunday,1,100,2560.3928,3096.5585905836383,10,0,3,60.0,0.28571428489795925,2,4,0,0,1,0,4,33.89965151365759,0.0,29.02168,31.417004,0
TXN0000627,2024-01-14 01:54:58,MERCHANT,Healthcare,4588.6,SUCCESS,36-45,18-25,West Bengal,ICICI Bank,HDFC Bank,iOS,4G,0,1,Sunday,1,90,2537.2185555555557,2550.3552750348117,10,0,4,60.0,0.14285714244897954,1,5,4,3,0,1,14,29.683016450838856,0.0,29.02168,28.301779,0
TXN0000628,2024-01-14 02:14:11,RECHARGE,Food,1536.43,SUCCESS,36-45,36-45,Delhi,ICICI Bank,SBI,Android,4G,0,2,Sunday,1,90,2537.2185555555557,2550.3552750348117,10,0,6,10.0,0.28571428489795925,4,3,4,8,0,0,2,18.943264404565227,0.0,29.02168,10.434448,0
TXN0000629,2024-01-14 02:58:07,P2M,Electronics,1121.18,SUCCESS,18-25,46-55,Telangana,SBI,Canara Bank,Android,5G,0,2,Sunday,1,85,2843.6529411764704,3432.328003871294,10,0,2,10.0,0.5714285697959183,2,1,8,2,1,0,12,39.82959342211299,0.0,29.02168,21.646124,0
TXN0000630,2024-01-14 03:11:29,BILL_PAYMENT,Groceries,1361.42,SUCCESS,26-35,36-45,Jharkhand,HDFC Bank,ICICI Bank,iOS,4G,0,3,Sunday,1,111,2462.6384684684685,2642.066253727872,10,0,6,60.0,0.0,0,4,3,4,0,1,5,33.82390093664619,0.0,29.02168,28.52956,0
TXN0000631,2024-01-14 03:58:18,BILL_PAYMENT,Education,79.89,SUCCESS,56+,56+,Telangana,Bank of Baroda,HDFC Bank,iOS,4G,0,3,Sunday,1,105,12854.431714285714,65348.16978097511,10,0,5,10.0,0.8571428546938777,0,0,1,3,0,1,12,45.68142004193969,0.0,29.02168,26.843996,0
TXN0000632,2024-01-14 04:06:19,P2P,Travel,734.25,SUCCESS,56+,18-25,Punjab,Bank of Baroda,Bank of Baroda,iOS,5G,0,4,Sunday,1,105,12854.431714285714,65348.16978097511,10,0,3,10.0,0.8571428546938777,3,7,1,1,1,1,9,46.91747888960877,0.0,29.02168,27.33842,0
TXN0000633,2024-01-14 04:56:08,P2M,Retail,1134.9,SUCCESS,26-35,18-25,Telangana,ICICI Bank,Kotak Bank,Android,4G,0,4,Sunday,1,96,2316.719375,2201.5743939753715,10,0,6,10.0,0.14285714244897954,2,6,4,6,0,0,12,10.302134132177542,0.0,29.02168,5.549425,0
TXN0000634,2024-01-14 05:15:56,BILL_PAYMENT,Utilities,7656.25,SUCCESS,46-55,46-55,Tamil Nadu,Union Bank,Bank of Baroda,Android,5G,0,5,Sunday,1,105,14094.47361904762,67457.40703225347,10,0,4,10.0,0.5714285697959183,0,9,9,1,1,0,11,44.07377482391176,0.0,29.02168,23.343796,0
TXN0000635,2024-01-14 05:41:30,BILL_PAYMENT,Electronics,474.75,SUCCESS,56+,36-45,Uttar Pradesh,ICICI Bank,Axis Bank,Android,4G,0,5,Sunday,1,121,22046.21520661157,78212.59007336404,10,0,4,60.0,0.999999997142857,0,1,4,0,0,0,13,56.19674489203558,0.0,29.02168,47.4787,0
TXN0000636,2024-01-14 06:24:10,RECHARGE,Healthcare,1477.19,SUCCESS,56+,18-25,Andhra Pradesh,IndusInd Bank,Union Bank,Android,5G,0,6,Sunday,1,95,23588.880315789473,84990.00197406899,10,0,4,10.0,0.999999997142857,4,5,5,9,1,0,0,48.021304845088984,0.0,29.02168,29.208523,0
TXN0000637,2024-01-14 06:57:16,P2P,Groceries,1088.2,SUCCESS,18-25,56+,Haryana,Kotak Bank,IndusInd Bank,Android,WiFi,0,6,Sunday,1,93,2665.4836559139785,2653.8544444759495,10,0,9,60.0,0.5714285697959183,3,4,6,5,2,0,4,33.46006048045612,0.0,29.02168,34.09831,0
TXN0000638,2024-01-14 07:21:31,RECHARGE,Education,4381.63,SUCCESS,18-25,26-35,Haryana,PNB,Union Bank,iOS,WiFi,0,7,Sunday,1,97,2334.385051546392,2223.0787454424008,10,0,7,60.0,0.42857142734693876,4,0,7,9,2,1,4,48.16557148018951,0.0,29.02168,38.551945,0
TXN0000639,2024-01-14 07:56:40,BILL_PAYMENT,Education,188.53,SUCCESS,36-45,18-25,Tamil Nadu,HDFC Bank,PNB,Android,WiFi,0,7,Sunday,1,87,2426.3277011494256,2410.8024063787625,10,0,3,10.0,0.28571428489795925,0,0,3,7,2,0,11,41.0346316976338,0.0,29.02168,19.270996,0
TXN0000640,2024-01-14 08:24:00,BILL_PAYMENT,Travel,1565.48,SUCCESS,46-55,36-45,Tamil Nadu,IndusInd Bank,Axis Bank,iOS,5G,0,8,Sunday,1,93,24524.079677419355,92416.87498544584,10,0,8,10.0,0.42857142734693876,0,7,5,0,1,1,11,51.872277482878935,0.0,29.02168,25.034626,0
TXN0000641,2024-01-14 08:49:51,RECHARGE,Food,2057.9,SUCCESS,46-55,46-55,Delhi,PNB,PNB,iOS,5G,0,8,Sunday,1,111,33312.69945945946,97494.74939112828,10,0,6,10.0,0.42857142734693876,4,3,7,7,1,1,2,51.58659867722352,0.0,29.176643,24.920353,0
TXN0000642,2024-01-14 09:17:46,MERCHANT,Retail,4057.89,SUCCESS,46-55,18-25,Maharashtra,SBI,Canara Bank,iOS,4G,0,9,Sunday,1,104,18325.328461538462,71026.07551179589,10,0,8,10.0,0.42857142734693876,1,6,8,2,0,1,8,37.02432498872812,0.0,29.02168,19.095444,0
TXN0000643,2024-01-14 09:56:19,P2M,,2236.15,SUCCESS,18-25,56+,Gujarat,HDFC Bank,Canara Bank,Android,5G,0,9,Sunday,1,99,2451.089494949495,2484.0631831662386,10,0,8,10.0,0.5714285697959183,2,8,3,2,1,0,3,26.4609726662067,0.0,29.02168,16.298676,0
TXN0000644,2024-01-14 10:04:44,P2P,Utilities,8517.05,SUCCESS,18-25,36-45,Telangana,HDFC Bank,SBI,Android,4G,0,10,Sunday,1,99,2451.089494949495,2484.0631831662386,10,1,6,10.0,0.5714285697959183,3,9,3,8,0,0,12,50.53066019159991,0.0,29.14017,25.92655,0
TXN0000645,2024-01-14 10:36:36,BILL_PAYMENT,Healthcare,4055.21,SUCCESS,36-45,46-55,Telangana,SBI,Bank of Baroda,Android,4G,0,10,Sunday,1,87,2333.924367816092,2409.9838100477627,10,0,9,10.0,0.28571428489795925,0,5,8,1,0,0,12,32.06116516927412,0.0,29.02168,15.681609,0
TXN0000646,2024-01-14 11:00:11,BILL_PAYMENT,Groceries,120.54,SUCCESS,18-25,36-45,Haryana,IndusInd Bank,SBI,Android,5G,0,11,Sunday,1,113,2100.2846017699117,2071.2078702487634,10,0,4,60.0,0.5714285697959183,0,4,5,8,1,0,4,32.50581439196048,0.0,29.02168,33.71661,0
TXN0000647,2024-01-14 11:57:10,P2M,Food,4363.95,SUCCESS,46-55,26-35,Maharashtra,ICICI Bank,SBI,iOS,WiFi,0,11,Sunday,1,107,23912.91859813084,81421.32598833223,10,0,4,10.0,0.42857142734693876,2,3,4,8,2,1,8,41.399543605696365,0.0,29.02168,20.845531,0
TXN0000648,2024-01-14 12:22:05,P2P,Retail,5829.53,SUCCESS,18-25,18-25,Telangana,HDFC Bank,Kotak Bank,Android,WiFi,0,12,Sunday,1,99,2451.089494949495,2484.0631831662386,10,0,4,10.0,0.5714285697959183,3,6,3,6,2,0,12,24.51223329454973,0.0,29.02168,15.519179,0
TXN0000649,2024-01-14 12:51:16,MERCHANT,Healthcare,2911.25,SUCCESS,26-35,56+,Gujarat,Canara Bank,SBI,iOS,WiFi,0,12,Sunday,1,101,2486.4346534653464,2183.5583624320943,10,0,3,10.0,0.0,1,5,2,8,2,1,3,39.77989359804884,0.0,29.02168,15.911958,0
TXN0000650,2024-01-14 13:08:18,RECHARGE,Electronics,400.43,SUCCESS,18-25,56+,Telangana,Bank of Baroda,Axis Bank,iOS,4G,0,13,Sunday,1,89,2110.99,1956.6365952090753,10,0,4,10.0,0.42857142734693876,4,1,1,0,0,1,12,35.1132813246292,0.0,29.02168,18.331026,0
TXN0000651,2024-01-14 13:42:33,BILL_PAYMENT,Education,1683.87,SUCCESS,46-55,26-35,Jharkhand,SBI,Kotak Bank,Android,4G,0,13,Sunday,1,104,18325.328461538462,71026.07551179589,10,0,4,60.0,0.5714285697959183,0,0,8,6,0,0,5,35.408348374532984,0.0,29.02168,34.877625,0
